,17.08.2021
Anröchte,263
Lippetal,295
Möhnesee,254
Geseke,721
Werl,1295
Warstein,543
Ense,331
Rüthen,246
Lippstadt,2536
Bad Sassendorf,274
Welver,258
Wickede,357
Soest,1234
Erwitte,484
