,02.12.2021
Anröchte,410
Lippetal,425
Möhnesee,381
Geseke,1052
Werl,1699
Warstein,797
Ense,428
Rüthen,340
Lippstadt,3722
Bad Sassendorf,404
Welver,326
Wickede,544
Soest,1917
Erwitte,627
