,11.11.2021
Anröchte,344
Lippetal,370
Möhnesee,342
Geseke,899
Werl,1533
Warstein,729
Ense,393
Rüthen,293
Lippstadt,3258
Bad Sassendorf,337
Welver,294
Wickede,492
Soest,1628
Erwitte,567
