,26.01.2022
Anröchte,728
Lippetal,768
Möhnesee,573
Geseke,1649
Werl,2526
Warstein,1434
Ense,853
Rüthen,536
Lippstadt,6310
Bad Sassendorf,611
Welver,622
Wickede,867
Soest,3221
Erwitte,1001
