,03.09.2021
Anröchte,277
Lippetal,299
Möhnesee,277
Geseke,742
Werl,1351
Warstein,568
Ense,340
Rüthen,253
Lippstadt,2721
Bad Sassendorf,285
Welver,267
Wickede,385
Soest,1335
Erwitte,505
