,21.10.2021
Anröchte,314
Lippetal,313
Möhnesee,296
Geseke,799
Werl,1445
Warstein,653
Ense,377
Rüthen,267
Lippstadt,3055
Bad Sassendorf,316
Welver,288
Wickede,463
Soest,1509
Erwitte,536
