,08.09.2021
Anröchte,286
Lippetal,299
Möhnesee,280
Geseke,747
Werl,1367
Warstein,575
Ense,342
Rüthen,253
Lippstadt,2782
Bad Sassendorf,290
Welver,269
Wickede,393
Soest,1355
Erwitte,510
