,15.11.2021
Anröchte,351
Lippetal,377
Möhnesee,348
Geseke,919
Werl,1558
Warstein,747
Ense,396
Rüthen,298
Lippstadt,3343
Bad Sassendorf,354
Welver,297
Wickede,499
Soest,1676
Erwitte,581
