,20.08.2021
Anröchte,270
Lippetal,296
Möhnesee,258
Geseke,725
Werl,1307
Warstein,549
Ense,334
Rüthen,249
Lippstadt,2579
Bad Sassendorf,274
Welver,259
Wickede,358
Soest,1243
Erwitte,491
