,28.06.2021
Anröchte,256
Lippetal,289
Möhnesee,247
Geseke,695
Werl,1211
Warstein,517
Ense,322
Rüthen,241
Lippstadt,2444
Bad Sassendorf,263
Welver,252
Wickede,340
Soest,1187
Erwitte,476
