,13.01.2022
Anröchte,614
Lippetal,632
Möhnesee,495
Geseke,1400
Werl,2182
Warstein,1066
Ense,712
Rüthen,436
Lippstadt,5298
Bad Sassendorf,533
Welver,470
Wickede,739
Soest,2820
Erwitte,829
