,28.09.2021
Anröchte,302
Lippetal,300
Möhnesee,286
Geseke,763
Werl,1409
Warstein,592
Ense,363
Rüthen,261
Lippstadt,2936
Bad Sassendorf,297
Welver,275
Wickede,419
Soest,1422
Erwitte,527
