,08.12.2021
Anröchte,421
Lippetal,453
Möhnesee,392
Geseke,1114
Werl,1811
Warstein,823
Ense,479
Rüthen,358
Lippstadt,3964
Bad Sassendorf,431
Welver,348
Wickede,588
Soest,2048
Erwitte,654
