,23.07.2021
Anröchte,257
Lippetal,290
Möhnesee,248
Geseke,702
Werl,1243
Warstein,523
Ense,327
Rüthen,245
Lippstadt,2455
Bad Sassendorf,268
Welver,255
Wickede,344
Soest,1196
Erwitte,476
