,23.08.2021
Anröchte,270
Lippetal,296
Möhnesee,258
Geseke,727
Werl,1310
Warstein,552
Ense,334
Rüthen,249
Lippstadt,2603
Bad Sassendorf,274
Welver,260
Wickede,362
Soest,1249
Erwitte,492
