,15.10.2021
Anröchte,308
Lippetal,310
Möhnesee,295
Geseke,790
Werl,1439
Warstein,604
Ense,371
Rüthen,264
Lippstadt,3011
Bad Sassendorf,316
Welver,284
Wickede,459
Soest,1488
Erwitte,531
