,05.10.2021
Anröchte,302
Lippetal,305
Möhnesee,289
Geseke,780
Werl,1416
Warstein,598
Ense,368
Rüthen,262
Lippstadt,2972
Bad Sassendorf,308
Welver,276
Wickede,440
Soest,1442
Erwitte,528
