,27.09.2021
Anröchte,296
Lippetal,300
Möhnesee,286
Geseke,763
Werl,1407
Warstein,592
Ense,362
Rüthen,261
Lippstadt,2931
Bad Sassendorf,297
Welver,273
Wickede,417
Soest,1419
Erwitte,527
