,27.12.2021
Anröchte,540
Lippetal,527
Möhnesee,443
Geseke,1301
Werl,2020
Warstein,945
Ense,566
Rüthen,407
Lippstadt,4741
Bad Sassendorf,490
Welver,406
Wickede,669
Soest,2523
Erwitte,750
