,29.10.2021
Anröchte,328
Lippetal,322
Möhnesee,312
Geseke,835
Werl,1468
Warstein,682
Ense,382
Rüthen,278
Lippstadt,3120
Bad Sassendorf,325
Welver,289
Wickede,472
Soest,1557
Erwitte,548
