,02.08.2021
Anröchte,257
Lippetal,292
Möhnesee,249
Geseke,714
Werl,1259
Warstein,525
Ense,327
Rüthen,245
Lippstadt,2472
Bad Sassendorf,269
Welver,255
Wickede,352
Soest,1197
Erwitte,479
