,12.10.2021
Anröchte,306
Lippetal,308
Möhnesee,295
Geseke,788
Werl,1435
Warstein,601
Ense,370
Rüthen,263
Lippstadt,2996
Bad Sassendorf,315
Welver,283
Wickede,454
Soest,1474
Erwitte,530
