,03.08.2021
Anröchte,257
Lippetal,292
Möhnesee,249
Geseke,716
Werl,1264
Warstein,525
Ense,328
Rüthen,245
Lippstadt,2473
Bad Sassendorf,269
Welver,255
Wickede,352
Soest,1197
Erwitte,480
