,18.11.2021
Anröchte,359
Lippetal,381
Möhnesee,354
Geseke,929
Werl,1575
Warstein,753
Ense,398
Rüthen,299
Lippstadt,3391
Bad Sassendorf,358
Welver,304
Wickede,503
Soest,1703
Erwitte,590
