,01.10.2021
Anröchte,302
Lippetal,302
Möhnesee,286
Geseke,777
Werl,1414
Warstein,598
Ense,367
Rüthen,262
Lippstadt,2956
Bad Sassendorf,303
Welver,276
Wickede,427
Soest,1430
Erwitte,528
