,10.09.2021
Anröchte,286
Lippetal,299
Möhnesee,281
Geseke,754
Werl,1373
Warstein,578
Ense,346
Rüthen,257
Lippstadt,2805
Bad Sassendorf,290
Welver,269
Wickede,397
Soest,1365
Erwitte,514
