,20.07.2021
Anröchte,257
Lippetal,290
Möhnesee,248
Geseke,701
Werl,1236
Warstein,522
Ense,327
Rüthen,243
Lippstadt,2453
Bad Sassendorf,268
Welver,255
Wickede,340
Soest,1195
Erwitte,476
