,20.10.2021
Anröchte,311
Lippetal,311
Möhnesee,296
Geseke,794
Werl,1444
Warstein,637
Ense,373
Rüthen,266
Lippstadt,3043
Bad Sassendorf,316
Welver,287
Wickede,463
Soest,1501
Erwitte,536
