,03.11.2021
Anröchte,332
Lippetal,333
Möhnesee,325
Geseke,848
Werl,1478
Warstein,697
Ense,383
Rüthen,284
Lippstadt,3146
Bad Sassendorf,330
Welver,291
Wickede,485
Soest,1572
Erwitte,556
