,18.08.2021
Anröchte,264
Lippetal,295
Möhnesee,256
Geseke,721
Werl,1301
Warstein,543
Ense,332
Rüthen,246
Lippstadt,2551
Bad Sassendorf,274
Welver,258
Wickede,358
Soest,1235
Erwitte,486
