,20.09.2021
Anröchte,288
Lippetal,300
Möhnesee,283
Geseke,761
Werl,1396
Warstein,585
Ense,350
Rüthen,260
Lippstadt,2869
Bad Sassendorf,294
Welver,271
Wickede,402
Soest,1392
Erwitte,522
