,16.02.2022
Anröchte,1146
Lippetal,1247
Möhnesee,965
Geseke,3201
Werl,4102
Warstein,2626
Ense,1285
Rüthen,978
Lippstadt,10103
Bad Sassendorf,1066
Welver,1148
Wickede,1343
Soest,5517
Erwitte,1872
