,24.09.2021
Anröchte,295
Lippetal,300
Möhnesee,286
Geseke,762
Werl,1405
Warstein,590
Ense,356
Rüthen,261
Lippstadt,2913
Bad Sassendorf,296
Welver,273
Wickede,411
Soest,1414
Erwitte,527
