,15.09.2021
Anröchte,286
Lippetal,300
Möhnesee,281
Geseke,757
Werl,1386
Warstein,580
Ense,347
Rüthen,259
Lippstadt,2831
Bad Sassendorf,291
Welver,270
Wickede,399
Soest,1378
Erwitte,519
