,17.12.2021
Anröchte,502
Lippetal,500
Möhnesee,427
Geseke,1230
Werl,1931
Warstein,905
Ense,526
Rüthen,389
Lippstadt,4416
Bad Sassendorf,465
Welver,378
Wickede,641
Soest,2364
Erwitte,714
