,08.10.2021
Anröchte,304
Lippetal,306
Möhnesee,294
Geseke,784
Werl,1421
Warstein,600
Ense,370
Rüthen,262
Lippstadt,2989
Bad Sassendorf,314
Welver,280
Wickede,450
Soest,1466
Erwitte,530
