,07.12.2021
Anröchte,416
Lippetal,447
Möhnesee,389
Geseke,1102
Werl,1791
Warstein,821
Ense,469
Rüthen,354
Lippstadt,3912
Bad Sassendorf,425
Welver,345
Wickede,579
Soest,2004
Erwitte,640
