,12.11.2021
Anröchte,344
Lippetal,372
Möhnesee,342
Geseke,908
Werl,1540
Warstein,734
Ense,395
Rüthen,293
Lippstadt,3286
Bad Sassendorf,343
Welver,295
Wickede,493
Soest,1643
Erwitte,569
