,27.08.2021
Anröchte,273
Lippetal,297
Möhnesee,271
Geseke,731
Werl,1330
Warstein,561
Ense,336
Rüthen,252
Lippstadt,2649
Bad Sassendorf,275
Welver,264
Wickede,376
Soest,1297
Erwitte,500
