,25.11.2021
Anröchte,390
Lippetal,400
Möhnesee,368
Geseke,997
Werl,1622
Warstein,781
Ense,414
Rüthen,329
Lippstadt,3536
Bad Sassendorf,382
Welver,315
Wickede,519
Soest,1784
Erwitte,608
