,09.11.2021
Anröchte,338
Lippetal,356
Möhnesee,339
Geseke,884
Werl,1513
Warstein,723
Ense,390
Rüthen,289
Lippstadt,3220
Bad Sassendorf,333
Welver,293
Wickede,492
Soest,1602
Erwitte,564
