,14.01.2022
Anröchte,629
Lippetal,647
Möhnesee,507
Geseke,1409
Werl,2208
Warstein,1075
Ense,720
Rüthen,440
Lippstadt,5355
Bad Sassendorf,540
Welver,486
Wickede,753
Soest,2858
Erwitte,840
