,12.07.2021
Anröchte,257
Lippetal,290
Möhnesee,247
Geseke,698
Werl,1232
Warstein,520
Ense,327
Rüthen,242
Lippstadt,2448
Bad Sassendorf,264
Welver,255
Wickede,340
Soest,1192
Erwitte,476
