,05.01.2022
Anröchte,570
Lippetal,582
Möhnesee,461
Geseke,1328
Werl,2093
Warstein,979
Ense,649
Rüthen,417
Lippstadt,4996
Bad Sassendorf,509
Welver,443
Wickede,694
Soest,2680
Erwitte,778
