,11.08.2021
Anröchte,259
Lippetal,293
Möhnesee,249
Geseke,717
Werl,1284
Warstein,537
Ense,328
Rüthen,246
Lippstadt,2499
Bad Sassendorf,269
Welver,256
Wickede,353
Soest,1219
Erwitte,481
