,07.09.2021
Anröchte,283
Lippetal,299
Möhnesee,279
Geseke,746
Werl,1364
Warstein,572
Ense,341
Rüthen,253
Lippstadt,2758
Bad Sassendorf,287
Welver,268
Wickede,393
Soest,1347
Erwitte,508
