,04.02.2022
Anröchte,879
Lippetal,961
Möhnesee,690
Geseke,2240
Werl,3065
Warstein,1894
Ense,1029
Rüthen,695
Lippstadt,7962
Bad Sassendorf,759
Welver,810
Wickede,1025
Soest,4043
Erwitte,1299
