,18.10.2021
Anröchte,310
Lippetal,311
Möhnesee,295
Geseke,793
Werl,1440
Warstein,629
Ense,372
Rüthen,265
Lippstadt,3017
Bad Sassendorf,316
Welver,287
Wickede,461
Soest,1491
Erwitte,533
