,07.10.2021
Anröchte,303
Lippetal,305
Möhnesee,291
Geseke,783
Werl,1417
Warstein,599
Ense,370
Rüthen,262
Lippstadt,2985
Bad Sassendorf,312
Welver,279
Wickede,450
Soest,1462
Erwitte,529
