,15.12.2021
Anröchte,480
Lippetal,483
Möhnesee,419
Geseke,1206
Werl,1888
Warstein,876
Ense,511
Rüthen,388
Lippstadt,4293
Bad Sassendorf,459
Welver,365
Wickede,631
Soest,2266
Erwitte,701
