,30.07.2021
Anröchte,257
Lippetal,291
Möhnesee,249
Geseke,709
Werl,1254
Warstein,524
Ense,327
Rüthen,245
Lippstadt,2470
Bad Sassendorf,268
Welver,255
Wickede,352
Soest,1197
Erwitte,478
