,29.11.2021
Anröchte,398
Lippetal,415
Möhnesee,370
Geseke,1017
Werl,1653
Warstein,784
Ense,420
Rüthen,334
Lippstadt,3630
Bad Sassendorf,391
Welver,318
Wickede,526
Soest,1819
Erwitte,615
