,13.09.2021
Anröchte,286
Lippetal,300
Möhnesee,281
Geseke,757
Werl,1381
Warstein,580
Ense,346
Rüthen,259
Lippstadt,2819
Bad Sassendorf,290
Welver,269
Wickede,399
Soest,1373
Erwitte,516
