,08.11.2021
Anröchte,336
Lippetal,354
Möhnesee,338
Geseke,877
Werl,1504
Warstein,719
Ense,387
Rüthen,287
Lippstadt,3207
Bad Sassendorf,333
Welver,293
Wickede,492
Soest,1602
Erwitte,563
