,26.10.2021
Anröchte,322
Lippetal,316
Möhnesee,304
Geseke,813
Werl,1452
Warstein,670
Ense,381
Rüthen,270
Lippstadt,3094
Bad Sassendorf,318
Welver,288
Wickede,467
Soest,1538
Erwitte,543
