,24.11.2021
Anröchte,386
Lippetal,396
Möhnesee,365
Geseke,982
Werl,1612
Warstein,776
Ense,410
Rüthen,320
Lippstadt,3498
Bad Sassendorf,381
Welver,313
Wickede,514
Soest,1766
Erwitte,604
