,25.08.2021
Anröchte,271
Lippetal,296
Möhnesee,264
Geseke,727
Werl,1321
Warstein,556
Ense,335
Rüthen,250
Lippstadt,2624
Bad Sassendorf,274
Welver,263
Wickede,363
Soest,1268
Erwitte,498
