,30.09.2021
Anröchte,302
Lippetal,302
Möhnesee,286
Geseke,768
Werl,1414
Warstein,596
Ense,366
Rüthen,262
Lippstadt,2951
Bad Sassendorf,300
Welver,275
Wickede,425
Soest,1426
Erwitte,528
