,22.12.2021
Anröchte,525
Lippetal,513
Möhnesee,440
Geseke,1271
Werl,1996
Warstein,928
Ense,548
Rüthen,399
Lippstadt,4642
Bad Sassendorf,480
Welver,402
Wickede,655
Soest,2459
Erwitte,741
