,10.08.2021
Anröchte,259
Lippetal,293
Möhnesee,249
Geseke,717
Werl,1284
Warstein,532
Ense,328
Rüthen,246
Lippstadt,2490
Bad Sassendorf,269
Welver,255
Wickede,352
Soest,1217
Erwitte,481
