,06.12.2021
Anröchte,414
Lippetal,444
Möhnesee,384
Geseke,1093
Werl,1764
Warstein,816
Ense,461
Rüthen,351
Lippstadt,3855
Bad Sassendorf,418
Welver,339
Wickede,574
Soest,1985
Erwitte,636
