,11.02.2022
Anröchte,1031
Lippetal,1131
Möhnesee,881
Geseke,2880
Werl,3769
Warstein,2353
Ense,1201
Rüthen,870
Lippstadt,9353
Bad Sassendorf,925
Welver,1009
Wickede,1204
Soest,4985
Erwitte,1650
