,02.09.2021
Anröchte,277
Lippetal,299
Möhnesee,273
Geseke,742
Werl,1349
Warstein,565
Ense,338
Rüthen,253
Lippstadt,2703
Bad Sassendorf,285
Welver,267
Wickede,383
Soest,1326
Erwitte,505
