,10.11.2021
Anröchte,341
Lippetal,363
Möhnesee,340
Geseke,887
Werl,1525
Warstein,726
Ense,392
Rüthen,289
Lippstadt,3239
Bad Sassendorf,335
Welver,293
Wickede,492
Soest,1620
Erwitte,564
